           1 -0.40536612458319254     
           2  -9.5345569309320595E-032
           3  -4.5113105699839812E-002
           4  -3.9108414933213308E-032
           5  -1.6293015292554915E-002
           6  -7.5231638452626401E-033
           7  -8.3529799246007900E-003
           8  -5.8981604546859098E-034
           9  -5.0856958133617168E-003
          10  -7.7037197775489434E-032
          11  -3.4320410449418990E-003
          12  -6.0678830310350350E-032
          13  -2.4811988673843492E-003
          14  -3.0092655381050560E-034
          15  -1.8849001010680341E-003
          16  -2.0342635037590179E-033
          17  -1.4866633059597448E-003
          18  -1.0833355937178202E-034
          19  -1.2077180559558695E-003
          20  -2.3592641818743639E-033
          21  -1.0049063750921180E-003
          22  -1.6478738086663287E-032
          23  -8.5297509750928836E-004
          24  -4.3333423748712807E-032
          25  -7.3635014107062294E-004
          26  -1.2037062152420224E-033
          27  -6.4500457852954352E-004
          28  -1.4745401136714774E-032
          29  -5.7224737949986492E-004
          30  -2.0656802359768347E-031
          31  -5.1347633981696137E-004
          32  -3.6412113011071178E-032
          33  -4.6544304237859370E-004
          34  -1.2037062152420224E-035
          35  -4.2580297713976377E-004
          36  -5.5659375392791116E-032
          37  -3.9283108282385829E-004
          38  -1.6478738086663287E-032
          39  -3.6523670873933476E-004
          40  -1.3524843034459364E-031
          41  -3.4204021424260201E-004
          42  -1.4564845204428471E-033
          43  -3.2248884817930490E-004
          44  -2.7158621481398131E-032
          45  -3.0599828465508702E-004
          46  -1.4327113226918172E-032
          47  -2.9211129442017537E-004
          48  -6.0678830310350350E-032
          49  -2.8046809751792307E-004
          50  -3.0697517754209676E-032
          51  -2.7078483284674815E-004
          52  -8.4530268965371024E-033
          53  -2.6283777262810665E-004
          54  -1.0299211304164554E-033
          55  -2.5645167846451828E-004
          56  -8.6132702864411966E-033
          57  -2.5149120164520114E-004
          58  -1.9259299443872359E-034
          59  -2.4785457043293731E-004
          60  -9.0204615295660370E-033
          61  -2.4546904085883254E-004
          62  -7.7887785487744441E-033
          63  -2.4428775264829464E-004
          64  -2.9656130158537304E-033
